0.005 0
0.00501 848.621
0.00502128 1802.55
0.00503315 2802.39
0.00504548 3837.2
0.0050582 4901.21
0.00507129 5990.66
0.00508471 7102.8
0.00509843 7947.85
0.00511245 7972.54
0.00512674 7998.24
0.00514129 8024.9
0.0051561 8052.5
0.00517115 8080.99
0.00518645 8110.35
0.00520197 8140.55
0.00521772 8171.59
0.00523369 8203.43
0.00524987 8236.05
0.00526626 8269.45
0.00528286 8303.61
0.00529966 8338.51
0.00531666 8374.14
0.00533386 8410.48
0.00535125 8447.54
0.00536882 8485.29
0.00538659 8523.73
0.00540454 8562.85
0.00542267 8602.63
0.00544098 8643.08
0.00545947 8684.18
0.00547813 8725.92
0.00549697 8768.3
0.00551598 8811.31
0.00553516 8854.95
0.00555451 8899.2
0.00557403 8944.07
0.00559371 8989.53
0.00561356 9035.6
0.00563356 9082.27
0.00565373 9129.52
0.00567406 9177.35
0.00569455 9225.76
0.0057152 9274.75
0.005736 9324.31
0.00575696 9374.43
0.00577807 9425.11
0.00579934 9476.35
0.00582076 9528.14
0.00584233 9580.47
0.00586405 9633.35
0.00588592 9686.77
0.00590794 9740.73
0.0059301 9795.22
0.00595242 9850.24
0.00597487 9905.78
0.00599748 9961.84
0.00602023 10018.4
0.00604312 10075.5
0.00606616 10133.1
0.00608934 10191.3
0.00611266 10249.9
0.00613612 10309
0.00615972 10368.6
0.00618346 10428.8
0.00620734 10489.4
0.00623136 10550.5
0.00625551 10612.1
0.00627981 10674.2
0.00630424 10736.8
0.00632881 10799.8
0.00635351 10863.4
0.00637835 10927.4
0.00640332 10991.8
0.00642842 11056.8
0.00645366 11122.2
0.00647904 11188.1
0.00650454 11254.4
0.00653018 11321.3
0.00655595 11388.5
0.00658185 11456.3
0.00660788 11524.4
0.00663404 11593.1
0.00666033 11662.2
0.00668675 11731.7
0.0067133 11801.7
0.00673998 11872.1
0.00676679 11943
0.00679372 12014.3
0.00682078 12086.1
0.00684797 12158.3
0.00687529 12230.9
0.00690273 12303.9
0.0069303 12377.4
0.00695799 12451.4
0.00698581 12525.7
0.00701375 12600.5
0.00704182 12675.7
0.00707001 12751.3
0.00709833 12827.3
0.00712676 12903.8
0.00715533 12980.7
0.00718401 13058
0.00721282 13135.7
0.00724175 13213.8
0.0072708 13292.3
0.00729998 13371.3
0.00732927 13450.6
0.00735869 13530.4
0.00738822 13610.6
0.00741788 13691.1
0.00744766 13772.1
0.00747756 13853.5
0.00750757 13935.2
0.00753771 14017.4
0.00756796 14100
0.00759834 14182.9
0.00762883 14266.3
0.00765944 14350
0.00769017 14434.1
0.00772102 14518.7
0.00775198 14603.6
0.00778306 14688.9
0.00781426 14774.5
0.00784558 14860.6
0.00787701 14947
0.00790856 15033.9
0.00794022 15121.1
0.007972 15208.7
0.0080039 15296.6
0.00803591 15385
0.00806804 15473.7
0.00810028 15562.8
0.00813263 15652.2
0.0081651 15742.1
0.00819769 15832.3
0.00823039 15922.8
0.0082632 16013.8
0.00829612 16105.1
0.00832916 16196.8
0.00836232 16288.8
0.00839558 16381.2
0.00842896 16474
0.00846245 16567.1
0.00849606 16660.6
0.00852977 16754.4
0.0085636 16848.6
0.00859754 16943.2
0.00863159 17038.1
0.00866575 17133.3
0.00870003 17228.9
0.00873441 17324.9
0.00876891 17421.2
0.00880352 17517.9
0.00883823 17614.9
0.00887306 17712.3
0.008908 17810
0.00894305 17908.1
0.0089782 18006.5
0.00901347 18105.2
0.00904885 18204.3
0.00908433 18303.8
0.00911993 18403.5
0.00915563 18503.7
0.00919144 18604.1
0.00922736 18704.9
0.00926339 18806
0.00929953 18907.5
